texts,+,-,?,communication,quality,price,safety,second_category
меньше остается наших компаний которые продолжают показывать высокий сервис последних могикан тинькофф знаю обычном тарифе privat отлично персональный менеджер екатерина ква вообще супер нужно,0.2356885265980352,0.6745061081350822,0.08980536526688253,0.2118421860454305,0.7703145805289895,0.014694024312400524,0.0031492091131794697,0.0
здравствуйте такая ситуация являюсь клиентом тинькофф очень продолжительное время 9 лет всем рекомендовал использую банк основной банк хранению своих сбережений 28 февраля получил такое письмо получаю блок,0.030082389537625445,0.8670880452579522,0.10282956520442237,0.46903375972798483,0.4849066416219759,0.01473953854621031,0.031320060103828914,0.0
привет банку тинькофф отдельная благодарность отличную работу менеджеру работе юридическими лицами еой людмиле очень чуткий клиентам сотрудник грамотно профессионально отвечает вопросы очень внимательна,0.9671701809544184,0.015842244616443506,0.016987574429138046,0.7279183896535922,0.26752603600140756,0.002643518044057744,0.0019120563009424729,0.0
всем здравствуйте хочу поделиться опытом пользования подпиской сберпрайм оформил месячную бсплатную подписку сберпрайм 140821 отключил автопродление посмотрел это зверь понял такое бесплатная доставка,0.2024917253639203,0.19344231187626448,0.6040659627598153,0.29995872640479426,0.6809189036290186,0.008356177288259372,0.010766192677927488,0.0
обращался поводу кешбека бронирование отелей ответ чате приложения быстрым разъяснили сколько кешбека получу рублями нужно сделать кешбек следующий нужно подключить любую подписку ждать,0.48448316096785626,0.28009240047197814,0.23542443856016546,0.7445606704588577,0.2319631098941749,0.020738234279537752,0.0027379853674296007,0.0
крайне негативное впечатление убрир пользовалась несколькими продуктами банка каждому сказать плохого открыт вклад срок близился концу 2 дня завершения прислали смс вклад пролонгирован,0.03766812247971495,0.9126362211434061,0.0496956563768787,0.46802711010604187,0.5000081115253279,0.020761729032614452,0.011203049336015734,0.0
90922 снимал деньги офисе привилегия гнновгород улмгорького152 сотрудник пва тю начала беседы вела пафосно сомнением спросила являюсь клиентом привилегииза несколько лет обслуживания одном офисе привилегии,0.13690244641416813,0.5861414881787074,0.2769560654071245,0.6276162235817923,0.3463097804968421,0.011043955963125065,0.015030039958240878,0.0
28 мая оплатил приложение коммунальные платежи свет газпонадобились квитанции оплате распечатать смог приложении оператор отвечал 2 дня горячую линию дозвонился 1 час ужаса оказывается,0.06873737986083717,0.502464194193836,0.4287984259453269,0.4997636842906763,0.4873134245935538,0.007251344446100364,0.0056715466696694965,0.0
являюсь клиентом банка 2016 года вроде устраивало понадобилось снять моего валютного счета 10 000 деньги зачислены счёт 23 февраля рамках инструкций цб 23 марта заказал снятие наличных кассе,0.19612056741946085,0.16383211371995954,0.6400473188605796,0.1448703247542804,0.7951746534509703,0.041070678246551674,0.0188843435481975,0.0
ипотечный договор 6344250039 27042021 г случайно заметил ежемесячное списание ден средств прошло формулировкой внесение просрочку кредитного договора ден средства внесены своевременно выяснил причину,0.07180957918851032,0.48623033890289474,0.441960081908595,0.293007924342559,0.6670920271256287,0.018691783213028446,0.021208265318783687,0.0
05072022 посетил цик павелецкий банка втб пао хотелось открыть банке дебетовую карту мир открыть депозит возможно подключить втб онлайн следить счетом балансом дебетовой карты остальные услуги банка,0.4463783574861586,0.07165792453344419,0.48196371798039717,0.2555035351528013,0.7086685930796033,0.029192585654806417,0.006635286112788897,0.0
сожалению результатам комплексной проверки счету физического лица ограничено дистанционное обслуживание возобновляться оно такое сообщение получил тинокофф немного предыстории запросили документы моему,0.06465328957424137,0.8252178191580966,0.11012889126766202,0.4171480968439033,0.5699763891396786,0.00637723627969895,0.006498277736719035,0.0
конце ноября получила банка смс предложением поучаствовать акции определенный период 1911 15122021 необходимо совершить покупки кредитной карте получения кэшбэка мною совершена крупная покупка 1412 кэшбэк,0.05866835060659942,0.03619287121880943,0.905138778174591,0.4285801746021136,0.48524491090834904,0.06555942915487344,0.02061548533466485,0.0
салоном рольф предложено банка болееменее приемлемой процентной ставкой автокредиту услышав сетелем банк имеет прямое отношение сбербанку сразу согласилась стала подробно проверять отзывам сильно,0.5706935257949175,0.2235592495136077,0.2057472246914748,0.6634972323184928,0.3126775424939358,0.019055183877107484,0.004770041310463987,0.0
примерно 3 года назад оформил дебетовую карту tinkoff black началу пользовался узнал кэшбек акцию приведи друга стало интересно покапался информации банк работает кэшбек началось моё пользование,0.36385665908009696,0.168503718001622,0.46763962291828115,0.12425561358910003,0.5679171980353451,0.29079787169283694,0.01702931668271817,0.0
являюсь клиентом банка звонки поступают каждый день это невозможно звонят поводу родственника которым связи живём разных городах информацию говорю каждый постоянно одно звонки,0.02002363021430437,0.9343394933945947,0.045636876391100985,0.854720411139086,0.12497194821624912,0.0027960519593429626,0.017511588685321763,0.0
2021 году открыла ип расчетный счет выбрала открыть делобанке брата открыт счет доволен зашла сайт заполнила форму перезвонила менеджер татьяна далее общение происходило нуля,0.3978603299288678,0.2337965822152094,0.36834308785592274,0.3782140491796564,0.6007054245659045,0.01147603851283216,0.009604487741607106,0.0
являюсь клиентом нескольких банков изза желания покупателей сделку куплипродажи недвижимости проводил кредитную организацию одном отделений москве никулинской 25 прогресс стоит месте цифровизация,0.36668605486293204,0.1717142976298819,0.4615996475071859,0.1499705900458956,0.7983541441726854,0.042977305685681186,0.008697960095738332,1.0
рамках базового пакета банковских услуг коробка нужна карта ак барс банка 10 годовых минимальный остаток диапазоне 30 000 100 000 14 сентября половине второго ночи коробка мной успешно подключена оформление карты,0.08911267508184985,0.029314435195954898,0.8815728897221953,0.1170089238929023,0.6728132268408515,0.20044966175581022,0.009728187510435641,0.0
обращался службу поддержки тинькофф понадобилось 2 документа английском языке bank reference движение счету чат сотрудницей алёной решили вопросы деталям документов какого счета какую организацию,0.21268951013679446,0.4933542634061562,0.29395622645704933,0.648197560389026,0.2928475505778534,0.015475880823034934,0.04347900821008565,0.0
хорошее приложение удобное постоянно постоянно выполняешь какое либо задание приходится обращаться поддержку коррекцией начислений кэшбэка купил вещь половину обещанного кэшбэка начисляются спрашиваю почему ответ,0.3353266906987139,0.5439770681921655,0.12069624110912061,0.15628281708758107,0.828444276322995,0.013360556363326719,0.0019123502260970414,0.0
очень давно являюсь клиентом тинькофф банка пользуюсь разными продуктами принципе нравится удобно решить всё лайн чате некорректная консультация 04112021 аукнулась сегодня долларовая карта,0.5212228395616728,0.30973741469396243,0.16903974574436484,0.32665918412000533,0.6439032340206748,0.019947839983334947,0.009489741875984897,0.0
22 декабря приобрел сайте сбера спасибо промокод покупку 10 лотерейных билетов русского лото розыгрыш которого состоится 1 января итоге промокод пришел эл почту личном кабинете разделе мои заказы хотя,0.15809592715553833,0.1008760709445528,0.7410280018999088,0.291377482687522,0.5995757074914418,0.08691334776837302,0.022133462052663252,0.0
доброго времени суток решил поделиться своей болью взаимодействии этим банком ранее пользовался услугами банка всё момента взаимодействие повторилось августе 2020 года решил побаловать,0.4815797544582157,0.15422049388754377,0.36419975165424057,0.2636664350412675,0.7204358143003903,0.009599139154004128,0.006298611504338027,1.0
добрый день необходимо открыть зарплатную карту альфа банке сидя офисе заранее уточнила обслуживание платные услуги сообщили списаний никаких проходит несколько месяцев вижу личном кабинете списание,0.2901147927392697,0.46185992790602914,0.24802527935470126,0.2743036623990462,0.7102668790682762,0.011197854726129552,0.004231603806548248,0.0
хочу проконсультироваться услугам банка звоню персональному менеджеру снимает трубку перезванивает течение дня это обычно первый связываюсь контактным центром прошу помочь обещают менеджер перезвонит течение,0.046506536241731,0.836598451657089,0.11689501210118007,0.7272065309489556,0.2676888437157061,0.002977270078648511,0.002127355256689589,0.0
добрый день пользовался услугами банка счет брокерское обслуживание пользовался счетами проблем июне несколько делал swiftпереводы свой счет другом банке доходили тинькоффбанк заморозил,0.4342508249709153,0.1950143095092953,0.3707348655197894,0.0892512581546141,0.8295666070168541,0.07473836335792872,0.006443771470603114,0.0
здравствуйте решила удаленно открыть вклад уральском банке реконструкции развития рекламе говорилось сделать это быстро просто удаленно посещения офиса понедельник 31 января 2022 заказала карту доставкой дом,0.21853230938100485,0.13998305365489608,0.641484636964099,0.42621093838147006,0.5417949456719896,0.02478059560540077,0.007213520341139653,0.0
здравствуйте являюсь клиентом втб давно числе клиентом привилегии год решил обратиться персональному менеджеру ольге офис ул 20летия октября 90а получения страховки выезда заграницу подтверждения,0.05198158269316779,0.6798656954453665,0.26815272186146566,0.364129676252901,0.6244120410428108,0.006029655137571564,0.005428627566716773,0.0
пару недель назад мог зайти иб позвонил кц рекомендовали заходить режим инкогнито получилось пару дней зароботало станартно дней 7 снова таже истрия входишь стандартно короме красным удалось,0.2153458139761887,0.5326504634916729,0.2520037225321384,0.5556705068809205,0.4351318180223394,0.005504696929012524,0.003692978167727284,0.0
190622 устанавливал чистую приложение халвасовкомбанк смартфон самая свежая версия appgallery установил залогинился прошелся настройкам обнаружил полозок включения пуш уведомлений выключении которых начисляется,0.26966443793963435,0.1628320129431472,0.5675035491172183,0.16961681396870995,0.8039550737146072,0.018943872022527185,0.007484240294155643,0.0
худший банк возможных обманывают каждом шагу скрывают дополнительные услуги страховки отключить пройти очень большой путь обманули добавили кучу дополнительных услуг страхование хотя изначально несколько,0.04418983741893767,0.9046822843911945,0.051127878189868005,0.42626830680739103,0.5469464156692125,0.01752444314615989,0.009260834377236364,0.0
советую данный банк сельский всëм проявлении выдаче дебетовой карты ю специалист сказал карту активировать скачивании приложения моëм новом телефоне оно работает вначале приложение работало отображалась,0.30953849824989643,0.33765773084107353,0.35280377090903003,0.342315445201121,0.6124490551371363,0.040495403385330725,0.004740096276411776,0.0
обслуживаюсь банке 10 лет пользовалась разными услугами дебетовые карты кредитные карты кредиты брокерские услуги возникла проблема оплатой кредита списываются денежные счет погашения кредита полученные содержание,0.12712804068426772,0.6029170034681652,0.26995495584756707,0.17652490750449093,0.7509627782869911,0.058297454645983265,0.014214859562534616,0.0
клиентом авангарда числюсь лет пожалуй 10 около сказать активно пользуюсь просто держу некоторую сумму вкладах думаю настало время высказать претензии 1 4 банков которыми сотрудничаю данный момент,0.19158490305430295,0.5405361268942508,0.26787897005144623,0.28455997647201725,0.6482901406721799,0.05977764513801743,0.007372237717785717,0.0
имели долгие годы счёт рублевый евровый банке втб24 банки начали выдавать валюту записи произвели запись выдачу денежных средств нашего счёта банк втб24 подтвердил 15032022 придя отделение 1503 1600,0.04696533220551802,0.5495036300082532,0.4035310377862288,0.23781179778556194,0.7044854205815904,0.018469864196965117,0.039232917435882815,0.0
обратился поддержку тинькофф банка выписками счетам специалист аян реваз ответил предоставил необходимые документы отдельно хочется отметить вежливость общения скорость решения вопроса прошло пяти минут всё,0.6367487201187955,0.22447552353516484,0.13877575634603972,0.61200603521636,0.37785410296820515,0.006432923676249333,0.003706938139185431,0.0
обратился банк чату кредитными каникулами срок рассмотрения обращения 510 дней кстати следующий платеж близок однако ответили следующий рабочий день быстро оперативно просто шикарно ребята крутые программа банка,0.5169273776019172,0.33155368881609865,0.15151893358198432,0.5271816157650795,0.45588550739411027,0.012849407079148093,0.00408346976166223,0.0
осенью 2021 года первый пришла банк открытиес удивлением узнала открыт счет открыт 2015 году отделении находящемся другом районе счет поступали денежные средства снимались,0.07305496713476162,0.28105384777121256,0.6458911850940259,0.3292196538295462,0.637802382373559,0.02345700718881158,0.009520956608083178,0.0
06122021 обратился офис адресу москва ул грузинский пер 16 1130 выпиской реестра кредиторов открытия счета зачисления средств поступлении разместить депозит инвестиции 1145 втором этаже присел начал,0.041906735588016004,0.12080977025799092,0.8372834941539931,0.633196504106061,0.33377492880083254,0.02110740361401918,0.011921163479087518,0.0
занимательно плохой банк отлично пользовался кредитной картой встал вопрос закрытии сообщил сотрудникам чате помогите закрыть карту досрочно итоге ответ это невозможно значит невозможно понимаю,0.026771439278990325,0.9319657515075905,0.041262809213419134,0.2192943867401218,0.7709327506524466,0.0028249711075792635,0.006947891499852338,0.0
090921 подала банк исполнительный листы 2009 пришёл отказневерно е название организации должника сегодня 1510я сих пор получила обратно руки обращалась отделение ответили случае отказа,0.029498247463018847,0.5255875744060838,0.44491417813089734,0.7052017153581807,0.26148550237331886,0.008785483765219784,0.02452729850328072,0.0
30102021 пришло смссообщение приостановлено смсобслуживание карте выставлено требование заплатить обслуживание продолжено реально услугу субботы настоящее время просто незаконно полностью отключили несмотря,0.014834792281706673,0.8931336480893859,0.09203155962890734,0.6748507563925823,0.31342239830955165,0.004404810904283773,0.007322034393582116,0.0
решил стать клиентом банка причина открытие иис голубой банк клиентом которого являюсь 15 лет почемуто открыл иис приложении решил приобщиться модному банку дело новым годом концом финансового года нужно,0.14311941409361206,0.643813757031148,0.21306682887523992,0.23372159609646576,0.7336137733027749,0.026809665121574903,0.005854965479184111,1.0
добрый день пришла поменять номер мтс банк написала заявление прошла идентификацию запросили паспортные данные ввела сказали идентификация прошла течение двух рабочих дней номер поменяют поменяли могу,0.13030134624317544,0.626312213908269,0.24338643984855562,0.66944762342755,0.3187316582993391,0.005732214462766711,0.006088503810344237,0.0
хорошая кредитная история знакомства этим банком решили приобрести икее товар рассрочку сказали 6 месяцев процентов рассрочка обрадовалась подала заявку одобрили карту 60 тыс приобрела товар 53 тыс,0.22764471607188175,0.12245282853938613,0.6499024553887323,0.36387377276315164,0.5634675288503707,0.06724929714615899,0.005409401240318655,0.0
самый худший банк моей жизни 050522 пополнил карту халва потратить 10к рублей условия кредиту платить проценты 060522 пошел магазин удивления смог произвести оплату далее пришла смс карта,0.1429112517161215,0.31157073811402464,0.5455180101698538,0.19100237833299097,0.7490644522933767,0.052426704981681324,0.007506464391951006,0.0
обратился сбербанк проблемой магазин связной сделал отмену возврата списали мои личные деньги обратился связной сказали ошибка выплатили деньги обратно денежные средства поступили связном говорят уточняйте,0.019288337356815583,0.9017816039403945,0.07893005870278981,0.6650088089518861,0.3107333739763395,0.019736938741652606,0.004520878330121973,0.0
постоянный клиент банка пользуюсь различными продуктами вклады карта рассрочки халва покупка продажа валюты организовано приложении очень удобно интересные бонусные программы возникают вопросы затруднения,0.8891610399206781,0.022502278076458316,0.08833668200286361,0.20398499314112578,0.7627420573740803,0.0301205332463278,0.003152416238466067,0.0
добрый день давно являюсь клиентом хоум кредита когдато активно пользовался кредитной картой вкладами сожалению временем условия продуктов ухудшились кредитку закрыл вклады стал держать других баках оставил бесплатную карту,0.20646779970350715,0.3694284365500083,0.4241037637464845,0.13668356057658979,0.8110149182996443,0.04374720243011179,0.0085543186936541,0.0
здравствуйте февраль 2022 года сих пор газпромбанк начислил кэшбек хотя ежемесячно начислялся проблем непонятно почему возникла этим проблема вдвойне неприятно тк траты течение месяца большие,0.2121582842714995,0.5158198566423843,0.2720218590861162,0.23683731613666642,0.661930261160774,0.09221299524230961,0.009019427460250065,0.0
начал пользоваться тинькофф банком некоторое время назад общее впечатление положительное недопонимания банком решались кратчайшие сроки благодаря работе прекрасной тп начнём главного именно условий пользуюсь обычно,0.7982674280802364,0.11746774239145313,0.08426482952831045,0.19635313436132448,0.7821367919110949,0.015226771561664486,0.006283302165916082,0.0
очень благодарен сотрудникам банка быстрое положительное решение моей проблемы менеджеры банка очень внимательны вежливы отнеслись большим пониманием моему вопросу пенсионером сложно наверно общатьсяпомогли грамотно написать,0.9200863939416454,0.05108982881007975,0.028823777248274906,0.6762900976411346,0.3198636379933947,0.0022446797357731094,0.0016015846296975594,0.0
являюсь клиентом банка давно год это время сложилось коекакое впечатление банке оно положительное начиная момента знакомства банком сайте понадобилась помощь некоторым вопросам,0.6517055293119931,0.21813457308612996,0.13015989760187702,0.21843813125248476,0.7710067696389247,0.0067428112261044395,0.003812287882486097,0.0
20072022г перевёл деньги счёта своей дебетовой карты польза счёт своей кредитной карты банке погашение минимального месячного платежа течение 5 дней деньги зачислены время внесения минимального,0.030205767170856886,0.06574980565392796,0.9040444271752152,0.18038994414515389,0.6979008214916183,0.06048323026128323,0.06122600410194391,0.0
хочу поблагодарить бву главного специалиста клиентского сервиса которая вникнула суть моей проблемы достаточно быстро решила вопрос корректным начислением баллов карте халва решен ожидал хотелось,0.944191478809672,0.028298311440028975,0.027510209750298994,0.4786157838919395,0.5131975227579574,0.006072287351435315,0.002114405998667774,1.0
обратился ситуацией нелогичном списании комиссии покупку сторонних партнёрских пунктах продаж подключения везде допуслуги выяснилось хотя думал подключена одновременно основной услугой халва десятка,0.0753787762581041,0.8406392851181617,0.08398193862373429,0.4444601511432117,0.5419747619699502,0.009851771190469654,0.003713315696368467,0.0
очень заслуженного честного негатива адрес тб проблемы решаются полгода необоснованные блокировки работающие карты обман условиями неадекватная поддержка неожиданно обнаружил вчера оператор,0.01936454651211345,0.9632460848804842,0.01738936860740225,0.5498674116990601,0.4304920587416667,0.004908889295967554,0.014731640263305559,0.0
обратились отделение г белгорода ул щорса вопросами брокерскому обслуживанию подвязать счёт вывода денег написать заявление перевод иностранных бумаг другому брокеру связи проблемами банке мигрировавших инвестиционных,0.07773547447116232,0.48589574201568153,0.4363687835131561,0.6490460408749644,0.3210917965046062,0.016359165418004695,0.013502997202424325,0.0
здравствуйте сделка использования ипотеки сбербанк перевел денежные средства счёт компании цнс 9 декабря 2021 года регистрация прошла 14 декабря 2021 продавец сих пор получить денежные средства проданную,0.033715818385375,0.1296225471208385,0.8366616344937866,0.39285402962705823,0.5453713899232033,0.021137730606157125,0.04063684984358142,0.0
здраствуйте сегодня 25072022 2130 2 оператора ольга виктория отказывались принять претензию технические сбои корректно отображающие операции 2021 год ответ пишите письменные претензии юридический адрес,0.019350578301964818,0.7795047521027818,0.20114466959525343,0.7013992146470709,0.2854789499787385,0.006535105656659884,0.00658672971753052,0.0
являлся сторонником тинькофф банка целом экосистемы например каско осаго также тинькофф моим отзывам банкиру это понятно почему уровень сервиса голову выше видимо стоит прошедшем времени,0.5118293337270317,0.3584954664032439,0.1296751998697245,0.23275223697790115,0.7376565732181687,0.022836755280517637,0.006754434523413011,0.0
изза ошибки сотрудника кол центра банка начислены проценты утрачен льготный период тк верно информировал сотрудник пояснил списания средств обязательствам кредита кредитной карты достаточно наличия средств,0.014052755920645437,0.9362102857429999,0.049736958336354734,0.2593865220176995,0.6634734511226067,0.023066421785114352,0.05407360507457943,0.0
бонусная программа сбербанка спасибо долгое время пользовался бонусами спасибо сбербанка далее бонусы сб соответственно маленький основных начислений устраивало потихоньку накапливались осени 2020 года бонусы,0.8756483985695936,0.01022355496374061,0.11412804646666574,0.09772880486383201,0.535387251311496,0.3632508623534924,0.003633081471179615,0.0
оформила кредит приложение кредит одобрен перечислении карту присылает сообщение операция отклонена похоже злоумышленники пытаются обмануть позвонили незнакомцы представились сотрудниками банка полиции других,0.05386441204196835,0.8520569739808079,0.09407861397722382,0.865174428477962,0.11869239571698707,0.005977200931918585,0.010155974873132334,0.0
18 февраля обратился отделение гворонежаочереди банкомата помогла сотрудник маринапотом установила онлайн приложениесделала шаблон оплаты автокредитапоказала мои счетаподробности автокредиту,0.15106199406517776,0.1615414416303044,0.6873965643045178,0.3982418092454966,0.5536450226512296,0.03346230590003658,0.014650862203237037,0.0
1 заказал кредитную карту альфабанка год процентов указав актуальные личные данные 2 назначили встречу представителем банка 3 отдельно упомянул возможные проблемы старый номер телефона старый паспорт,0.924116321856221,0.017510392929654606,0.0583732852141243,0.7050770482400297,0.27345906908010403,0.009654762502857026,0.011809120177009346,0.0
самый отстойный банк тех которыми сталкивался отп банк голову выше предоставлению услуг середины сентября 20021 года закрыт доступ мобильное приложение банером выбрать чтото котором отсутствует кнопка закрыть,0.04268413433528686,0.8884884780024167,0.06882738766229657,0.08431412552140266,0.907672747704614,0.004615397352032346,0.003397729421950773,0.0
добрый день 240422 оформила приложение мтс банка кредит наличными условия таковы приходит почту эл документы прочтенияпроисодит подписание согласии оказалось иначе нажатии отправку документов,0.07378059220292404,0.16349264887081724,0.7627267589262586,0.30247038099532386,0.6624187165322627,0.017346223781216072,0.01776467869119747,0.0
понадобилась справка реквизитами карты мучилась долго приложении поля откуда выгрузить официальную справку предлагает текстовым сообщением виде документа писала службу поддержки сначала технические,0.30558315569981026,0.38679553837907976,0.30762130592111003,0.5047860955910487,0.48143963562109765,0.008730767196747069,0.005043501591106753,1.0
сегодня 10072022 г воспользовалась картой халва возникла проблема обратилась чат поддержку специалист ана ольга ознакомилась моей проблемой течении 1 минуты вопрос решён банком программе лояльности хочется,0.25553406827747044,0.5177041146525876,0.22676181706994203,0.4531091023312448,0.5360515714612009,0.007157783804433432,0.003681542403120967,0.0
купившись обещания банка льготном обслуживании перевел зарплату втб выпустил зарплатную карту месяц решил воспользоваться привилегиями всякий случай решил удостовериться могу подключить платное смс,0.31610589972423336,0.31526196660251454,0.3686321336732522,0.4028949658354237,0.5624496959392883,0.027484024281916365,0.007171313943371724,0.0
20 марта сделал попытку дистанционного открытия вклада пополняемый приберег пенсионной кар те банка необходимые 3 тыс руб сделал несколько неудачных попыток каждая которых приводила сообщению ошибке рекомендации повторить,0.08711309243929802,0.6252515671741982,0.28763534038650385,0.41210528955667414,0.5536925040145856,0.02086193823018145,0.01334026819855885,0.0
добрый день вообщем обслуживанием данного банка доволен постоянно какие проблемы 1 хотел сменить номер привязанный мобильному приложению находясь другом регионе оказывается это сделать лишь одном банкомате других,0.5271465674619888,0.36292997694791057,0.10992345559010076,0.20580094963038129,0.7831095441274182,0.008518445147088152,0.0025710610951122062,0.0
удалось установить мобильное приложение тк плэй маркете андроида карта рабочая поэтому набрал поддержку дозвонился быстро оператор отправила инструкцию смской скачание изъяснила делать дальше сложного,0.7388730335607271,0.1452435965780847,0.11588336986118833,0.6121718457633168,0.37591038111462977,0.008110638442405371,0.0038071346796478816,0.0
здравствуйте тинькофф банке премиальной подпиской стоимостью 2к месяц последнее время персональный менеджер светлана гва произошло следующее примерно начале года резко сменился персональный менеджер,0.04117777179595336,0.8413876186254525,0.11743460957859421,0.39146765280749496,0.5836448266198967,0.01799368448075752,0.006893836091850792,0.0
добрый день хочу поделиться печальным опытом взаимодействия ebay альфабанком одновременно 15012022 оплатил несколько товаров одного продавца торговой площадке ebay общую сумму 19991 запросил вариант комбинированной отправки,0.17285354707502507,0.33730481304745086,0.4898416398775241,0.2950241763234219,0.6845360521049166,0.01515840516507039,0.005281366406591079,0.0
хочу поделиться отзывом хоум кредит банке дебетовую карту банка открыла сентябре 2020 года адресу г краснодар ул атарбекова д 5 открытием консультировалась горячей линии ближайшем центре обслуживания,0.07043736618596574,0.2746831372088496,0.6548794966051846,0.5051626202665228,0.47332505819277976,0.015883440988206293,0.0056288805524913185,0.0
появилась надобность сделать электронную подпись заказал совкомбанке оплатил 17082022 19082022 позвонил сотрудник тимофей конт центра 8 800 200 54 14 говорит приезжайте офис забирайте приехал началась комедия отсидел,0.09592385811308267,0.32297746773960173,0.5810986741473154,0.45144592098968583,0.5298140133130812,0.010200229366419724,0.008539836330813316,0.0
здравствуйте являюсь должникомсчета арестованы работаю предприятии получаю зарплату платежи нетрудоспособности гпб 02062022г поступил перевод временной нетрудоспособности который списан разсере 100 02062022г,0.027403033462037398,0.7384494697567354,0.23414749678122726,0.3900892813469265,0.5738597914603023,0.014775869590125307,0.021275057602646006,0.0
200622 поступила смс втб изменен телефон онлайн покупок карте мошенников развелось тьма поверила данной смс телефон втб поменять личном визите всякий случай,0.03055610075046183,0.7643232393399826,0.2051206599095557,0.8603058681220843,0.1299079571903883,0.005217170923806042,0.0045690037637213365,0.0
увидел тарифы банка это решил открыть счет данном банке созвон договорились встрече встречу приехала приятная барышня подписали очень быстро корректно плюсы кроме тарифов,0.6929615019633681,0.0921313695696095,0.21490712846702226,0.6011831556062611,0.37836970172327367,0.017336120696719845,0.00311102197374528,0.0
достаточно лояльно отношусь этому банку умею обходить стандартные сложности взаимодействии возможности избегая общения ситифоном сегодня попытке внести наличные удобном банкомате столкнулся неисправностью,0.4071938041964536,0.4921861640431892,0.10062003176035719,0.3064532839532871,0.6788869190434602,0.0063446177549902495,0.008315179248262406,0.0
добрый день думала вопрос решается быстро связи изменением паспортных данных обратилась банк сотрудница сделала ксерокопию моего паспорта заполнила анкету отпустила подумала быстрый сервис поставила оценку 5,0.2991604350639487,0.3831270244484201,0.3177125404876313,0.5744487469372821,0.41611269882854995,0.006786985810303235,0.0026515684238646356,0.0
сентябре 2021 года обратилась тинькофф банк открыть карту джуниор ребенка оставила заявку приехал представитель банка сфотографировал картой джуниор сфотографировал паспорт сообщил картой,0.06512030227044735,0.1124101667045106,0.8224695310250422,0.34943919111709276,0.5277097393219573,0.0403884293369141,0.08246264022403611,0.0
25 декабря 2021 зашёл приложение альфабанка начал искать условия перевода кредитной карте нашёл пункт котором снятие наличных переводы приравнены комиссии согласно тарифу 50000 рублей отдельных,0.16325101516734883,0.04156420990535636,0.7951847749272949,0.1544914024781679,0.6595577870077541,0.17837860280855294,0.00757220770552495,0.0
научите свой персонал умению работать тратить время клиента обратился 20122 получением двух справок которые ранее получал банке особых проблем сотрудник принимавший заявление отделении новогиреево время ок 2040 мск,0.24108708721339275,0.6106019739390192,0.1483109388475881,0.4633020185441152,0.5316684140992094,0.0025095445038796765,0.0025200228527957266,1.0
8 апреля 2022 года совершила денежный перевод сбп совкомбанка экспобанк деньги успешно ушли пришли спустя несколько часов зашла офис экспобанка ситуацию никак прояснить смогли хотя предполагала,0.14122184395507184,0.3952100053413322,0.46356815070359597,0.420556320677007,0.5337015973473125,0.03712313966622206,0.008618942309458751,0.0
